position	x	n	folded
133715013	20	120	1
133716402	48	120	1
133716607	19	120	1
133717168	26	120	1
133717537	4	120	1
133717676	5	120	1
133717712	20	120	1
133717734	48	120	1
133717737	20	120	1
133717767	48	120	1
133718484	10	120	1
133718680	20	120	1
133719215	10	120	1
133719351	21	120	1
133719696	6	120	1
133719809	48	120	1
133719955	10	120	1
133720137	7	120	1
133720334	10	120	1
133720594	10	120	1
133721801	25	120	1
133721823	2	120	1
133722247	6	120	1
133722505	15	120	1
133722597	20	120	1
133722656	8	120	1
133722790	10	120	1
133723029	10	120	1
133723156	28	120	1
133724200	6	120	1
133724203	28	120	1
133725332	28	120	1
133725931	14	120	1
133727003	24	120	1
133727096	6	120	1
133728464	22	120	1
133728582	10	120	1
133729315	8	120	1
133730354	2	120	1
133731371	48	120	1
133732717	10	120	1
133733371	2	120	1
133733508	10	120	1
133734248	10	120	1
133735422	10	120	1
133735560	25	120	1
133735926	8	120	1
133736173	9	120	1
133736408	28	120	1
133736752	10	120	1
133736780	10	120	1
133737974	10	120	1
133738252	20	120	1
133738392	11	120	1
133738411	10	120	1
133739071	8	120	1
133740109	10	120	1
133740437	28	120	1
133740651	12	120	1
133740926	10	120	1
133741329	10	120	1
133742184	10	120	1
133742204	28	120	1
133743042	48	120	1
133743122	9	120	1
133743177	48	120	1
133744310	10	120	1
133745403	4	120	1
133745740	10	120	1
133745743	5	120	1
133746118	3	120	1
133746402	49	120	1
133747232	12	120	1
133747416	47	120	1
133747500	3	120	1
133747724	54	120	1
133748712	3	120	1
133749886	2	120	1
133749990	28	120	1
133749994	10	120	1
133750029	28	120	1
133751159	10	120	1
133752052	12	120	1
133752125	46	120	1
133752314	41	120	1
133752451	35	120	1
133752871	12	120	1
133753048	9	120	1
133753527	37	120	1
133754681	6	120	1
133754899	48	120	1
133755626	5	120	1
133756222	48	120	1
133756754	48	120	1
133756787	46	120	1
133757203	48	120	1
133758683	48	120	1
133759046	48	120	1
133760376	6	120	1
133760556	10	120	1
133761981	48	120	1
133763620	31	120	1
133763938	7	120	1
133763963	7	120	1
133764287	18	120	1
133765982	7	120	1
133766405	48	120	1
133766427	48	120	1
133766835	48	120	1
133766938	9	120	1
133767227	48	120	1
133767861	48	120	1
133768042	48	120	1
133769038	48	120	1
133770141	48	120	1
133770290	12	120	1
133771239	15	120	1
133772518	5	120	1
133772895	23	120	1
133772903	17	120	1
133773083	4	120	1
133774866	3	120	1
133775010	2	120	1
133776765	3	120	1
133779504	33	120	1
133779752	8	120	1
133781248	16	120	1
133782983	35	120	1
133783456	57	120	1
133783919	53	120	1
133784439	11	120	1
133788881	35	120	1
133790949	8	120	1
133791008	6	120	1
133792187	3	120	1
133792730	35	120	1
133793318	53	120	1
133793320	8	120	1
133793341	53	120	1
133793838	8	120	1
133793882	8	120	1
133794791	8	120	1
133796410	33	120	1
133796465	34	120	1
133797511	54	120	1
133799040	6	120	1
133799700	34	120	1
133801587	12	120	1
133804429	53	120	1
133804952	53	120	1
133805314	52	120	1
133806088	8	120	1
133807713	3	120	1
133808612	7	120	1
133817222	35	120	1
133817919	54	120	1
133819799	11	120	1
133820167	8	120	1
133820386	19	120	1
133820867	51	120	1
133820985	7	120	1
133821036	10	120	1
133821245	25	120	1
133821884	9	120	1
133822710	52	120	1
133823800	6	120	1
133825351	10	120	1
133826609	5	120	1
133828019	3	120	1
133828172	11	120	1
133828452	11	120	1
133828856	33	120	1
133829682	33	120	1
133830001	53	120	1
133830104	19	120	1
133830391	12	120	1
133830645	54	120	1
133832540	13	120	1
133832636	32	120	1
133833152	54	120	1
133833570	10	120	1
133836704	37	120	1
133837194	33	120	1
133837280	33	120	1
133837312	11	120	1
133838381	54	120	1
133838811	33	120	1
133840357	51	120	1
133840682	7	120	1
133841914	8	120	1
133842102	52	120	1
133842201	2	120	1
133846217	25	120	1
133846476	54	120	1
133847421	10	120	1
133848613	2	120	1
133849188	33	120	1
133850706	11	120	1
133850725	51	120	1
133850728	3	120	1
133851824	54	120	1
133852361	7	120	1
133852804	12	120	1
133854468	33	120	1
133854964	15	120	1
133856867	32	120	1
133857167	8	120	1
133859145	9	120	1
133860107	2	120	1
133860302	32	120	1
133861687	3	120	1
133861755	52	120	1
133862004	11	120	1
133863442	13	120	1
133865412	9	120	1
133867880	30	120	1
133868841	50	120	1
133871580	2	120	1
133873026	50	120	1
133873831	2	120	1
133876489	3	120	1
133877246	32	120	1
133877474	47	120	1
133877794	6	120	1
133878501	50	120	1
133878726	3	120	1
133879297	6	120	1
133880064	2	120	1
133881276	30	120	1
133883263	27	120	1
133883947	12	120	1
133884111	30	120	1
133884290	50	120	1
133885977	5	120	1
133888027	8	120	1
133889419	4	120	1
133889836	9	120	1
133891258	50	120	1
133891767	12	120	1
133892145	8	120	1
133892287	9	120	1
133892892	12	120	1
133892904	13	120	1
133893338	30	120	1
133894209	18	120	1
133894956	5	120	1
133895911	27	120	1
133895913	52	120	1
133895916	31	120	1
133896565	48	120	1
133896631	30	120	1
133896686	46	120	1
133897144	29	120	1
133897387	47	120	1
133898304	2	120	1
133903036	17	120	1
133903888	6	120	1
133905076	7	120	1
133906862	48	120	1
133906938	8	120	1
133907470	18	120	1
133908938	7	120	1
133909207	9	120	1
133910088	9	120	1
133911390	7	120	1
133911578	2	120	1
133912137	8	120	1
133912212	44	120	1
133912762	33	120	1
133913494	45	120	1
133914403	44	120	1
133915547	44	120	1
133916101	41	120	1
133916841	3	120	1
133916846	9	120	1
133917559	14	120	1
133917604	3	120	1
133918222	43	120	1
133918258	2	120	1
133918513	32	120	1
133918561	49	120	1
133919003	49	120	1
133919004	49	120	1
133919014	37	120	1
133919203	38	120	1
133919657	50	120	1
133919724	8	120	1
133920080	50	120	1
133920789	50	120	1
133920991	50	120	1
133921409	52	120	1
133922093	8	120	1
133922190	11	120	1
133924471	54	120	1
133924497	54	120	1
133924881	54	120	1
133926351	54	120	1
133927857	12	120	1
133928594	13	120	1
133929026	36	120	1
133929794	58	120	1
133929827	12	120	1
133929947	38	120	1
133930660	40	120	1
133933728	32	120	1
133934898	32	120	1
133935442	55	120	1
133935574	9	120	1
133936177	11	120	1
133936874	18	120	1
133937977	21	120	1
133938606	33	120	1
133939155	55	120	1
133939378	34	120	1
133939405	33	120	1
133939573	4	120	1
133940085	54	120	1
133941208	55	120	1
133942594	20	120	1
133942677	8	120	1
133946907	54	120	1
133948458	53	120	1
133948859	54	120	1
133949157	56	120	1
133949619	34	120	1
133951245	20	120	1
133951802	15	120	1
133952685	6	120	1
133952861	5	120	1
133955012	54	120	1
133955301	2	120	1
133956369	20	120	1
133956805	9	120	1
133958504	17	120	1
133958701	54	120	1
133959368	20	120	1
133960564	55	120	1
133960695	34	120	1
133960923	55	120	1
133961635	33	120	1
133969003	53	120	1
133969409	2	120	1
133969533	34	120	1
133969725	11	120	1
133971159	7	120	1
133971444	55	120	1
133972376	54	120	1
133972804	2	120	1
133972852	11	120	1
133973217	20	120	1
133973329	34	120	1
133973378	20	120	1
133973786	53	120	1
133974329	52	120	1
133974330	2	120	1
133974600	36	120	1
133975632	21	120	1
133976346	53	120	1
133976379	11	120	1
133977137	36	120	1
133978523	36	120	1
133979274	60	120	1
133979294	24	120	1
133979295	23	120	1
133979345	38	120	1
133980369	54	120	1
133980535	54	120	1
133980778	19	120	1
133981307	9	120	1
133981403	55	120	1
133982209	18	120	1
133982210	55	120	1
133982684	55	120	1
133982908	55	120	1
133983092	56	120	1
133983808	19	120	1
133984936	19	120	1
133985030	55	120	1
133985813	36	120	1
133985935	28	120	1
133986130	26	120	1
133986290	5	120	1
133986305	9	120	1
133986535	16	120	1
133986649	16	120	1
133987340	19	120	1
133987455	11	120	1
133987740	19	120	1
133987898	14	120	1
133987940	56	120	1
133988111	11	120	1
133988127	56	120	1
133988208	56	120	1
133988348	56	120	1
133988453	56	120	1
133988496	58	120	1
133988505	38	120	1
133989175	19	120	1
133989257	56	120	1
133989397	56	120	1
133989579	48	120	1
133989596	25	120	1
133989649	56	120	1
133989744	56	120	1
133989772	56	120	1
133989806	36	120	1
133989807	36	120	1
133990384	56	120	1
133991185	56	120	1
133991562	57	120	1
133992021	56	120	1
133992128	56	120	1
133992522	56	120	1
133992726	11	120	1
133992929	56	120	1
133993787	56	120	1
133993862	56	120	1
133993956	56	120	1
133994166	53	120	1
133994200	53	120	1
133994317	56	120	1
133994432	34	120	1
133994454	55	120	1
133994542	55	120	1
133994615	55	120	1
133994639	11	120	1
133994790	55	120	1
133994871	11	120	1
133994970	20	120	1
133995113	58	120	1
133995118	57	120	1
133995149	34	120	1
133995182	56	120	1
133995269	34	120	1
133995533	57	120	1
133996000	56	120	1
133996526	56	120	1
133996715	56	120	1
133997063	58	120	1
134001573	56	120	1
134001935	56	120	1
134002299	56	120	1
134002481	56	120	1
134002514	56	120	1
134002566	56	120	1
134002788	27	120	1
134002832	56	120	1
134002898	56	120	1
134003242	56	120	1
134003271	56	120	1
134003316	56	120	1
134003381	56	120	1
134003646	7	120	1
134003966	56	120	1
134004061	35	120	1
134004067	53	120	1
134004255	20	120	1
134004334	56	120	1
134004426	56	120	1
134004952	20	120	1
134005342	55	120	1
134006410	20	120	1
134006411	56	120	1
134006560	57	120	1
134006563	56	120	1
134006585	56	120	1
134006902	19	120	1
134007242	4	120	1
134007298	20	120	1
134007791	56	120	1
134008077	56	120	1
134008221	56	120	1
134011463	58	120	1
134011555	56	120	1
134011557	53	120	1
134012775	20	120	1
134013115	7	120	1
134013361	59	120	1
134013367	22	120	1
134013380	22	120	1
134014158	9	120	1
134014344	56	120	1
134014595	2	120	1
134014699	56	120	1
134014747	56	120	1
134015088	56	120	1
134015153	12	120	1
134015699	56	120	1
134015781	36	120	1
134016430	11	120	1
134017175	36	120	1
134018015	10	120	1
134018169	2	120	1
134018342	11	120	1
134018732	56	120	1
134020006	9	120	1
134020575	56	120	1
134020824	56	120	1
134021142	20	120	1
134022199	56	120	1
134022422	53	120	1
134023226	55	120	1
134024545	37	120	1
134024917	22	120	1
134025209	2	120	1
134025507	56	120	1
134025653	58	120	1
134025725	56	120	1
134026464	53	120	1
134026663	23	120	1
134026737	35	120	1
134026766	19	120	1
134026896	58	120	1
134027048	56	120	1
134027310	56	120	1
134027737	7	120	1
134027893	15	120	1
134028115	53	120	1
134028218	56	120	1
134028220	57	120	1
134028489	55	120	1
134028655	19	120	1
134028667	20	120	1
134029070	56	120	1
134030492	55	120	1
134030959	2	120	1
134030960	55	120	1
134031045	55	120	1
134031252	55	120	1
134031335	53	120	1
134031495	19	120	1
134031689	36	120	1
134031751	55	120	1
134031787	55	120	1
134032252	8	120	1
134032395	55	120	1
134032567	11	120	1
134033014	55	120	1
134033227	55	120	1
134033949	55	120	1
134034067	55	120	1
134034294	53	120	1
134034404	55	120	1
134034969	55	120	1
134035054	11	120	1
134035129	55	120	1
134035529	55	120	1
134036105	39	120	1
134036234	11	120	1
134036448	58	120	1
134036691	58	120	1
134036801	58	120	1
134036824	39	120	1
134037148	58	120	1
134037637	19	120	1
134038883	58	120	1
134038957	56	120	1
134039063	11	120	1
134039084	58	120	1
134039883	55	120	1
134039978	19	120	1
134040165	49	120	1
134040612	58	120	1
134040640	58	120	1
134040767	58	120	1
134040931	58	120	1
134041076	58	120	1
134041213	39	120	1
134041322	58	120	1
134041462	58	120	1
134041490	52	120	1
134041760	58	120	1
134041866	39	120	1
134041995	18	120	1
134041996	19	120	1
134042081	58	120	1
134042100	58	120	1
134042144	58	120	1
134042211	58	120	1
134042281	19	120	1
134042915	9	120	1
134042931	52	120	1
134043032	10	120	1
134043066	58	120	1
134043384	22	120	1
134043484	58	120	1
134043814	39	120	1
134044094	58	120	1
134044105	55	120	1
134044179	50	120	1
134044182	24	120	1
134044307	58	120	1
134044750	50	120	1
134044758	58	120	1
134044827	58	120	1
134045094	19	120	1
134045296	58	120	1
134045346	58	120	1
134045477	58	120	1
134045501	51	120	1
134045526	58	120	1
134045556	39	120	1
134046443	59	120	1
134046629	50	120	1
134047045	51	120	1
134047690	60	120	1
134047746	50	120	1
134048672	41	120	1
134049566	59	120	1
134050017	6	120	1
134050492	9	120	1
134050720	18	120	1
134051755	7	120	1
134052326	59	120	1
134052760	58	120	1
134052900	8	120	1
134053743	59	120	1
134053769	59	120	1
134054067	59	120	1
134054634	18	120	1
134055566	50	120	1
134055639	59	120	1
134055739	40	120	1
134055835	58	120	1
134056077	59	120	1
134056363	50	120	1
134056579	59	120	1
134056737	4	120	1
134056740	4	120	1
134057094	16	120	1
134057266	11	120	1
134057271	58	120	1
134057434	59	120	1
134057623	11	120	1
134058046	18	120	1
134058052	16	120	1
134060350	50	120	1
134061777	58	120	1
134062088	50	120	1
134062491	40	120	1
134062522	58	120	1
134063000	58	120	1
134063179	58	120	1
134065890	11	120	1
134066319	58	120	1
134066631	57	120	1
134066716	17	120	1
134066879	40	120	1
134067144	11	120	1
134067196	50	120	1
134067262	10	120	1
134067410	39	120	1
134067761	11	120	1
134067813	7	120	1
134068088	9	120	1
134068692	11	120	1
134069548	51	120	1
134070689	16	120	1
134071313	51	120	1
134071575	10	120	1
134071833	3	120	1
134072123	58	120	1
134072129	11	120	1
134072323	50	120	1
134072810	12	120	1
134073138	58	120	1
134074692	23	120	1
134075053	40	120	1
134075323	58	120	1
134075511	58	120	1
134075961	51	120	1
134076438	58	120	1
134076991	58	120	1
134077510	58	120	1
134078580	17	120	1
134079317	15	120	1
134079536	2	120	1
134079543	10	120	1
134079612	40	120	1
134080904	11	120	1
134080955	51	120	1
134081003	10	120	1
134081520	17	120	1
134082010	10	120	1
134082792	11	120	1
134082934	11	120	1
134083235	40	120	1
134083259	6	120	1
134083301	40	120	1
134083455	35	120	1
134084404	40	120	1
134084527	18	120	1
134085583	51	120	1
134085604	25	120	1
134085748	10	120	1
134086003	49	120	1
134086394	18	120	1
134086398	40	120	1
134086891	58	120	1
134087148	18	120	1
134087177	58	120	1
134088178	10	120	1
134088316	40	120	1
134088550	6	120	1
134088661	5	120	1
134088718	18	120	1
134089352	42	120	1
134089548	51	120	1
134089595	57	120	1
134089667	58	120	1
134089930	40	120	1
134089999	58	120	1
134090015	10	120	1
134090172	18	120	1
134090211	58	120	1
134090232	59	120	1
134090600	59	120	1
134090605	51	120	1
134090843	59	120	1
134091047	59	120	1
134091141	59	120	1
134091253	6	120	1
134091484	59	120	1
134091516	55	120	1
134091599	59	120	1
134091648	12	120	1
134091724	59	120	1
134091892	59	120	1
134091921	59	120	1
134092316	59	120	1
134092380	48	120	1
134092418	59	120	1
134092586	14	120	1
134092597	59	120	1
134092630	59	120	1
134093286	13	120	1
134093442	29	120	1
134094140	28	120	1
134094805	49	120	1
134095057	46	120	1
134095060	44	120	1
134095354	13	120	1
134095478	44	120	1
134095480	31	120	1
134095492	45	120	1
134095493	45	120	1
134096166	13	120	1
134096936	27	120	1
134097064	13	120	1
134097370	58	120	1
134097792	46	120	1
134098154	29	120	1
134100512	30	120	1
134101507	9	120	1
134102015	13	120	1
134103265	15	120	1
134103396	15	120	1
134104121	15	120	1
134104504	58	120	1
134104592	59	120	1
134104645	16	120	1
134104924	3	120	1
134104937	4	120	1
134105175	4	120	1
134105296	17	120	1
134105347	55	120	1
134105412	16	120	1
134105491	16	120	1
134107012	59	120	1
134107044	15	120	1
134108278	15	120	1
134108430	7	120	1
134108915	24	120	1
134109040	4	120	1
134109917	16	120	1
134110011	4	120	1
134110431	3	120	1
134110437	4	120	1
134110761	3	120	1
134110891	4	120	1
134111613	16	120	1
134111661	16	120	1
134111665	5	120	1
134111832	3	120	1
134111992	15	120	1
134112172	4	120	1
134112339	4	120	1
134112555	4	120	1
134112816	31	120	1
134112991	35	120	1
134113137	3	120	1
134113549	16	120	1
134114379	6	120	1
134114622	4	120	1
134114696	4	120	1
134114873	2	120	1
134117272	3	120	1
134117941	16	120	1
134118237	5	120	1
134119227	4	120	1
134119935	13	120	1
134119976	4	120	1
134119980	16	120	1
134120096	15	120	1
134120138	3	120	1
134120326	24	120	1
134120514	17	120	1
134120786	3	120	1
134120818	12	120	1
134120932	35	120	1
134121318	16	120	1
134122118	15	120	1
134122144	3	120	1
134122181	15	120	1
134122251	20	120	1
134122277	4	120	1
134122617	15	120	1
134122828	19	120	1
134122859	24	120	1
134123056	43	120	1
134123091	43	120	1
134123236	4	120	1
134123388	25	120	1
134123569	15	120	1
134123750	15	120	1
134123926	19	120	1
134124035	59	120	1
134124337	2	120	1
134124405	15	120	1
134124661	8	120	1
134124899	4	120	1
134125317	24	120	1
134125561	24	120	1
134126064	15	120	1
134126099	43	120	1
134126179	3	120	1
134126376	5	120	1
134127023	14	120	1
134127252	32	120	1
134127328	14	120	1
134127397	5	120	1
134127465	32	120	1
134127505	32	120	1
134127829	19	120	1
134127951	28	120	1
134128770	32	120	1
134128946	33	120	1
134129057	29	120	1
134129304	33	120	1
134129394	33	120	1
134129738	33	120	1
134129768	4	120	1
134129921	4	120	1
134130177	45	120	1
134130649	33	120	1
134130710	33	120	1
134130726	33	120	1
134130748	33	120	1
134131339	33	120	1
134131441	33	120	1
134131568	33	120	1
134131844	29	120	1
134132062	33	120	1
134132080	33	120	1
134132634	33	120	1
134132951	31	120	1
134133385	34	120	1
134133436	34	120	1
134133512	33	120	1
134134365	34	120	1
134134371	34	120	1
134134543	34	120	1
134134566	34	120	1
134134799	56	120	1
134135010	42	120	1
134135391	12	120	1
134135532	42	120	1
134135630	39	120	1
134135735	12	120	1
134135789	30	120	1
134135915	42	120	1
134135917	42	120	1
134136035	56	120	1
134136083	7	120	1
134136085	42	120	1
134136106	28	120	1
134136124	4	120	1
134136137	12	120	1
134136186	42	120	1
134136305	42	120	1
134136340	12	120	1
134136427	42	120	1
134136537	15	120	1
134136644	42	120	1
134136737	42	120	1
134136784	30	120	1
134136914	42	120	1
134136974	42	120	1
134137037	42	120	1
134137444	42	120	1
134137516	55	120	1
134137710	11	120	1
134137723	10	120	1
134137815	12	120	1
134137816	43	120	1
134137822	44	120	1
134137885	42	120	1
134137950	12	120	1
134138313	47	120	1
134138320	45	120	1
134138327	44	120	1
134138443	44	120	1
134138448	44	120	1
134138500	30	120	1
134138611	42	120	1
134138670	30	120	1
134138684	42	120	1
134138741	42	120	1
134138837	30	120	1
134138936	42	120	1
134139079	12	120	1
134140148	30	120	1
134140237	30	120	1
134140263	12	120	1
134140527	30	120	1
134140537	12	120	1
134140562	30	120	1
134140568	12	120	1
134140911	22	120	1
134141022	3	120	1
134141067	30	120	1
134141198	42	120	1
134141249	30	120	1
134141268	31	120	1
134141269	28	120	1
134141324	31	120	1
134141435	32	120	1
134141532	30	120	1
134141559	12	120	1
134141786	31	120	1
134141847	14	120	1
134142117	31	120	1
134142245	12	120	1
134142339	30	120	1
134142431	30	120	1
134142563	8	120	1
134142651	30	120	1
134142652	30	120	1
134142819	12	120	1
134142869	12	120	1
134142964	30	120	1
134143114	30	120	1
134143861	30	120	1
134143980	30	120	1
134144127	14	120	1
134144166	14	120	1
134144221	12	120	1
134144282	30	120	1
134144847	42	120	1
134145418	14	120	1
134145427	12	120	1
134145758	30	120	1
134145859	30	120	1
134145861	30	120	1
134146007	12	120	1
134146062	12	120	1
134146094	42	120	1
134146145	30	120	1
134146278	12	120	1
134146938	42	120	1
134147050	42	120	1
134147279	12	120	1
134147509	14	120	1
134153670	30	120	1
134153820	42	120	1
134153905	24	120	1
134153907	17	120	1
134154526	42	120	1
134154719	50	120	1
134154909	12	120	1
134154958	20	120	1
134155205	12	120	1
134155358	30	120	1
134155671	30	120	1
134155979	14	120	1
134156241	12	120	1
134156431	4	120	1
134156689	8	120	1
134156734	12	120	1
134157013	35	120	1
134157072	49	120	1
134157562	12	120	1
134158395	28	120	1
134158565	23	120	1
134158822	49	120	1
134159309	22	120	1
134159927	14	120	1
134162069	49	120	1
134163563	22	120	1
134163951	49	120	1
134164212	48	120	1
134164302	49	120	1
134165025	37	120	1
134165391	51	120	1
134165419	11	120	1
134165584	51	120	1
134165757	12	120	1
134165962	12	120	1
134165985	12	120	1
134166059	13	120	1
134166098	13	120	1
134166156	56	120	1
134166369	11	120	1
134166453	56	120	1
134166556	56	120	1
134167062	56	120	1
134167207	13	120	1
134167561	56	120	1
134167615	46	120	1
134167726	11	120	1
134167851	11	120	1
134167861	45	120	1
134168106	11	120	1
134168309	44	120	1
134168330	5	120	1
134168352	7	120	1
134168473	10	120	1
134168541	10	120	1
134168583	10	120	1
134168741	10	120	1
134168783	10	120	1
134169141	10	120	1
134169244	10	120	1
134169434	27	120	1
134169555	10	120	1
134169569	10	120	1
134169915	45	120	1
134169982	10	120	1
134170207	10	120	1
134170388	14	120	1
134170487	14	120	1
134170528	17	120	1
134170587	3	120	1
134170905	14	120	1
134172208	10	120	1
134172217	10	120	1
134172361	8	120	1
134172906	10	120	1
134173063	10	120	1
134173078	11	120	1
134173447	10	120	1
134173647	10	120	1
134173817	10	120	1
134174785	10	120	1
134174935	14	120	1
134175525	17	120	1
134175535	8	120	1
134176149	10	120	1
134176232	55	120	1
134176278	14	120	1
134176312	2	120	1
134176937	13	120	1
134177091	17	120	1
134177325	17	120	1
134177352	14	120	1
134177440	7	120	1
134177729	14	120	1
134178643	8	120	1
134179046	15	120	1
134179247	16	120	1
134179526	14	120	1
134179632	41	120	1
134179776	56	120	1
134180120	16	120	1
134180393	11	120	1
134181338	11	120	1
134181355	4	120	1
134181456	3	120	1
134182108	2	120	1
134182353	18	120	1
134182598	18	120	1
134182599	14	120	1
134182880	56	120	1
134183755	56	120	1
134184152	8	120	1
134184170	8	120	1
134184901	34	120	1
134185066	2	120	1
134185777	45	120	1
134185897	13	120	1
134185957	18	120	1
134186023	15	120	1
134186027	16	120	1
134186582	17	120	1
134186656	44	120	1
134187339	44	120	1
134187461	3	120	1
134187972	45	120	1
134187977	9	120	1
134188001	27	120	1
134189617	17	120	1
134189667	4	120	1
134189696	17	120	1
134190068	12	120	1
134190326	17	120	1
134190508	45	120	1
134191089	17	120	1
134191349	27	120	1
134191391	14	120	1
134191768	44	120	1
134191784	17	120	1
134191914	8	120	1
134191952	6	120	1
134191957	15	120	1
134191998	17	120	1
134191999	17	120	1
134192000	17	120	1
134192244	18	120	1
134192324	18	120	1
134192832	17	120	1
134192861	17	120	1
134193028	14	120	1
134193054	52	120	1
134193182	7	120	1
134193306	18	120	1
134193566	14	120	1
134194084	18	120	1
134194192	21	120	1
134194755	18	120	1
134194827	7	120	1
134195114	17	120	1
134195375	51	120	1
134195525	18	120	1
134195615	45	120	1
134195834	27	120	1
134196815	45	120	1
134197052	27	120	1
134197256	20	120	1
134198066	5	120	1
134198622	27	120	1
134198762	6	120	1
134198777	18	120	1
134199260	27	120	1
134199335	2	120	1
134199543	13	120	1
134199638	9	120	1
134199861	2	120	1
134200188	50	120	1
134200249	26	120	1
134200707	27	120	1
134200798	17	120	1
134200930	27	120	1
134201036	34	120	1
134206348	27	120	1
134207017	38	120	1
134207391	11	120	1
134207519	4	120	1
134207602	27	120	1
134207963	25	120	1
134208053	27	120	1
134208103	18	120	1
134208565	27	120	1
134208786	27	120	1
134208833	15	120	1
134209156	3	120	1
134210047	51	120	1
134210593	27	120	1
134210696	17	120	1
134210947	49	120	1
134211217	27	120	1
134211248	51	120	1
134211500	27	120	1
134211525	15	120	1
134211987	26	120	1
134212418	27	120	1
134212504	13	120	1
134213104	17	120	1
134214189	27	120	1
134214513	8	120	1
134214645	53	120	1
134214697	53	120	1
134216289	17	120	1
134216523	27	120	1
134216623	28	120	1
134217030	16	120	1
134217072	53	120	1
134217081	3	120	1
134217467	53	120	1
134217807	53	120	1
134217995	52	120	1
134218093	21	120	1
134218115	20	120	1
134218694	29	120	1
134218753	28	120	1
134218895	53	120	1
134219072	28	120	1
134219870	28	120	1
134220210	33	120	1
134220218	7	120	1
134220484	28	120	1
134220861	28	120	1
134221156	52	120	1
134221253	27	120	1
134221284	37	120	1
134221399	28	120	1
134221453	7	120	1
134221568	2	120	1
134222204	27	120	1
134222744	18	120	1
134222798	28	120	1
134222815	8	120	1
134222916	51	120	1
134223602	28	120	1
134223809	3	120	1
134224107	28	120	1
134224300	18	120	1
134224317	9	120	1
134224479	17	120	1
134224691	16	120	1
134225100	27	120	1
134225534	28	120	1
134226034	28	120	1
134226509	52	120	1
134226526	50	120	1
134226843	17	120	1
134227037	52	120	1
134227139	27	120	1
134227201	53	120	1
134227493	51	120	1
134228075	3	120	1
134228628	16	120	1
134228936	50	120	1
134229366	28	120	1
134230012	28	120	1
134230165	7	120	1
134230756	52	120	1
134230974	7	120	1
134230982	52	120	1
134231085	28	120	1
134231320	29	120	1
134231480	53	120	1
134231732	7	120	1
134231858	6	120	1
134232074	28	120	1
134232461	28	120	1
134232472	11	120	1
134233541	28	120	1
134234389	28	120	1
134235226	2	120	1
134235758	5	120	1
134236147	7	120	1
134236304	18	120	1
134237193	4	120	1
134238872	55	120	1
134238979	3	120	1
134239983	22	120	1
134240503	10	120	1
134241412	5	120	1
134242909	55	120	1
134243117	37	120	1
134243559	55	120	1
134244104	31	120	1
134244374	30	120	1
134244388	30	120	1
134244869	27	120	1
134244905	16	120	1
134245161	7	120	1
134245661	7	120	1
134245860	37	120	1
134246078	7	120	1
134246399	37	120	1
134247418	37	120	1
134247615	7	120	1
134248314	37	120	1
134248371	54	120	1
134248426	7	120	1
134248507	17	120	1
134248516	3	120	1
134248899	37	120	1
134248912	19	120	1
134249157	37	120	1
134249389	6	120	1
134249533	8	120	1
134249774	37	120	1
134250282	55	120	1
134250504	55	120	1
134250670	18	120	1
134250986	18	120	1
134251077	5	120	1
134251113	56	120	1
134251564	37	120	1
134251711	30	120	1
134251850	28	120	1
134252264	37	120	1
134252311	37	120	1
134252419	18	120	1
134252527	34	120	1
134252860	37	120	1
134253100	37	120	1
134253186	2	120	1
134253514	7	120	1
134254346	21	120	1
134254979	37	120	1
134255508	17	120	1
134255510	37	120	1
134255674	54	120	1
134256350	18	120	1
134256427	55	120	1
134256655	55	120	1
134257311	32	120	1
134257391	18	120	1
134257627	18	120	1
134257691	8	120	1
134257832	37	120	1
134258095	37	120	1
134259591	37	120	1
134260004	37	120	1
134260038	7	120	1
134260058	18	120	1
134260100	18	120	1
134260172	36	120	1
134260258	7	120	1
134260404	55	120	1
134260509	38	120	1
134260717	18	120	1
134261712	54	120	1
134262069	7	120	1
134262302	7	120	1
134262397	7	120	1
134263046	29	120	1
134263107	7	120	1
134263112	9	120	1
134264259	56	120	1
134264311	7	120	1
134264405	54	120	1
134264415	20	120	1
134264508	7	120	1
134264633	7	120	1
134264754	7	120	1
134264765	7	120	1
134264916	4	120	1
134265933	8	120	1
134266005	7	120	1
134266274	7	120	1
134266329	7	120	1
134266352	7	120	1
134266554	7	120	1
134266668	7	120	1
134266774	7	120	1
134266866	7	120	1
134266923	7	120	1
134267137	53	120	1
134267154	7	120	1
134267221	7	120	1
134267361	7	120	1
134267641	54	120	1
134267886	10	120	1
134267958	7	120	1
134268070	29	120	1
134268120	7	120	1
134268128	18	120	1
134268665	7	120	1
134268667	7	120	1
134268797	7	120	1
134268857	30	120	1
134269060	7	120	1
134269264	7	120	1
134269419	17	120	1
134269458	7	120	1
134269663	7	120	1
134269735	7	120	1
134269910	7	120	1
134269964	54	120	1
134269980	25	120	1
134270192	19	120	1
134270551	7	120	1
134270795	29	120	1
134271486	6	120	1
134271729	7	120	1
134271783	7	120	1
134271935	7	120	1
134272049	29	120	1
134272661	54	120	1
134272692	29	120	1
134273376	29	120	1
134273418	7	120	1
134273470	7	120	1
134273547	54	120	1
134274046	5	120	1
134274084	7	120	1
134274107	29	120	1
134274238	7	120	1
134274439	7	120	1
134274899	55	120	1
134274943	20	120	1
134275941	7	120	1
134276379	4	120	1
134276387	29	120	1
134276513	31	120	1
