M1	M2	11	12	21	22	sample_size
120	245	NaN	NaN	NaN	NaN	90
120	246	NaN	NaN	NaN	NaN	81
120	247	NaN	NaN	NaN	NaN	90
120	248	NaN	NaN	NaN	NaN	83
120	249	NaN	NaN	NaN	NaN	85
120	250	NaN	NaN	NaN	NaN	81
120	251	NaN	NaN	NaN	NaN	75
120	252	NaN	NaN	NaN	NaN	90
120	253	NaN	NaN	NaN	NaN	90
120	254	NaN	NaN	NaN	NaN	89
120	255	NaN	NaN	NaN	NaN	87
120	256	NaN	NaN	NaN	NaN	89
120	257	NaN	NaN	NaN	NaN	90
120	258	NaN	NaN	NaN	NaN	90
120	259	NaN	NaN	NaN	NaN	89
120	260	NaN	NaN	NaN	NaN	89
120	261	NaN	NaN	NaN	NaN	90
120	262	NaN	NaN	NaN	NaN	88
120	263	NaN	NaN	NaN	NaN	89
120	264	NaN	NaN	NaN	NaN	89
120	265	NaN	NaN	NaN	NaN	89
120	266	NaN	NaN	NaN	NaN	84
120	267	NaN	NaN	NaN	NaN	89
120	268	NaN	NaN	NaN	NaN	87
120	269	NaN	NaN	NaN	NaN	90
120	270	NaN	NaN	NaN	NaN	90
120	271	NaN	NaN	NaN	NaN	89
120	272	NaN	NaN	NaN	NaN	90
120	273	NaN	NaN	NaN	NaN	89
120	274	NaN	NaN	NaN	NaN	90
120	275	NaN	NaN	NaN	NaN	89
120	276	NaN	NaN	NaN	NaN	89
120	277	NaN	NaN	NaN	NaN	90
120	278	NaN	NaN	NaN	NaN	85
120	279	NaN	NaN	NaN	NaN	88
120	280	NaN	NaN	NaN	NaN	88
120	281	NaN	NaN	NaN	NaN	86
120	282	NaN	NaN	NaN	NaN	90
120	283	NaN	NaN	NaN	NaN	89
120	284	NaN	NaN	NaN	NaN	90
120	285	NaN	NaN	NaN	NaN	89
120	286	NaN	NaN	NaN	NaN	90
120	287	NaN	NaN	NaN	NaN	86
120	288	NaN	NaN	NaN	NaN	88
120	289	NaN	NaN	NaN	NaN	90
120	290	NaN	NaN	NaN	NaN	86
120	291	NaN	NaN	NaN	NaN	90
120	292	NaN	NaN	NaN	NaN	88
120	293	NaN	NaN	NaN	NaN	90
120	294	NaN	NaN	NaN	NaN	84
120	295	NaN	NaN	NaN	NaN	84
120	296	NaN	NaN	NaN	NaN	90
120	297	NaN	NaN	NaN	NaN	90
120	298	NaN	NaN	NaN	NaN	90
120	299	NaN	NaN	NaN	NaN	90
120	300	NaN	NaN	NaN	NaN	89
120	301	NaN	NaN	NaN	NaN	90
120	302	NaN	NaN	NaN	NaN	85
120	303	NaN	NaN	NaN	NaN	88
120	304	NaN	NaN	NaN	NaN	90
120	305	NaN	NaN	NaN	NaN	83
120	306	NaN	NaN	NaN	NaN	90
120	307	NaN	NaN	NaN	NaN	90
120	308	NaN	NaN	NaN	NaN	90
120	309	NaN	NaN	NaN	NaN	90
120	310	NaN	NaN	NaN	NaN	87
120	311	NaN	NaN	NaN	NaN	90
120	312	NaN	NaN	NaN	NaN	89
120	313	NaN	NaN	NaN	NaN	90
120	314	NaN	NaN	NaN	NaN	90
120	315	NaN	NaN	NaN	NaN	89
120	316	NaN	NaN	NaN	NaN	90
120	317	NaN	NaN	NaN	NaN	90
120	318	NaN	NaN	NaN	NaN	90
120	319	NaN	NaN	NaN	NaN	87
120	320	NaN	NaN	NaN	NaN	86
120	321	NaN	NaN	NaN	NaN	89
120	322	NaN	NaN	NaN	NaN	87
120	323	NaN	NaN	NaN	NaN	90
120	324	NaN	NaN	NaN	NaN	90
120	325	NaN	NaN	NaN	NaN	89
120	326	NaN	NaN	NaN	NaN	90
120	327	NaN	NaN	NaN	NaN	89
120	328	NaN	NaN	NaN	NaN	89
120	329	NaN	NaN	NaN	NaN	90
120	330	NaN	NaN	NaN	NaN	90
120	331	NaN	NaN	NaN	NaN	90
120	332	NaN	NaN	NaN	NaN	90
120	333	NaN	NaN	NaN	NaN	90
120	334	NaN	NaN	NaN	NaN	90
120	335	NaN	NaN	NaN	NaN	90
120	336	NaN	NaN	NaN	NaN	89
120	337	NaN	NaN	NaN	NaN	89
121	122	NaN	NaN	NaN	NaN	89
121	123	NaN	NaN	NaN	NaN	90
121	124	NaN	NaN	NaN	NaN	89
121	125	NaN	NaN	NaN	NaN	80
121	126	NaN	NaN	NaN	NaN	88
121	127	NaN	NaN	NaN	NaN	89
121	128	NaN	NaN	NaN	NaN	89
121	129	NaN	NaN	NaN	NaN	89
121	130	NaN	NaN	NaN	NaN	87
121	131	NaN	NaN	NaN	NaN	89
121	132	NaN	NaN	NaN	NaN	89
121	133	NaN	NaN	NaN	NaN	88
121	134	NaN	NaN	NaN	NaN	90
121	135	NaN	NaN	NaN	NaN	89
121	136	NaN	NaN	NaN	NaN	89
121	137	NaN	NaN	NaN	NaN	84
121	138	NaN	NaN	NaN	NaN	89
121	139	NaN	NaN	NaN	NaN	87
121	140	NaN	NaN	NaN	NaN	90
121	141	NaN	NaN	NaN	NaN	88
121	142	NaN	NaN	NaN	NaN	89
121	143	NaN	NaN	NaN	NaN	89
121	144	NaN	NaN	NaN	NaN	87
121	145	NaN	NaN	NaN	NaN	89
121	146	NaN	NaN	NaN	NaN	77
121	147	NaN	NaN	NaN	NaN	87
121	148	NaN	NaN	NaN	NaN	89
121	149	NaN	NaN	NaN	NaN	87
121	150	NaN	NaN	NaN	NaN	89
121	151	NaN	NaN	NaN	NaN	87
121	152	NaN	NaN	NaN	NaN	89
121	153	NaN	NaN	NaN	NaN	90
121	154	NaN	NaN	NaN	NaN	83
121	155	NaN	NaN	NaN	NaN	89
121	156	NaN	NaN	NaN	NaN	89
121	157	NaN	NaN	NaN	NaN	82
121	158	NaN	NaN	NaN	NaN	90
121	159	NaN	NaN	NaN	NaN	90
121	160	NaN	NaN	NaN	NaN	89
121	161	NaN	NaN	NaN	NaN	90
121	162	NaN	NaN	NaN	NaN	90
121	163	NaN	NaN	NaN	NaN	90
121	164	NaN	NaN	NaN	NaN	90
121	165	NaN	NaN	NaN	NaN	90
121	166	NaN	NaN	NaN	NaN	89
121	167	NaN	NaN	NaN	NaN	88
121	168	NaN	NaN	NaN	NaN	90
121	169	NaN	NaN	NaN	NaN	90
121	170	NaN	NaN	NaN	NaN	86
121	171	NaN	NaN	NaN	NaN	90
121	172	NaN	NaN	NaN	NaN	90
121	173	NaN	NaN	NaN	NaN	89
121	174	NaN	NaN	NaN	NaN	89
121	175	NaN	NaN	NaN	NaN	89
121	176	NaN	NaN	NaN	NaN	90
121	177	NaN	NaN	NaN	NaN	89
121	178	NaN	NaN	NaN	NaN	90
121	179	NaN	NaN	NaN	NaN	88
121	180	NaN	NaN	NaN	NaN	90
121	181	NaN	NaN	NaN	NaN	90
121	182	NaN	NaN	NaN	NaN	89
121	183	NaN	NaN	NaN	NaN	87
121	184	NaN	NaN	NaN	NaN	90
121	185	NaN	NaN	NaN	NaN	89
121	186	NaN	NaN	NaN	NaN	90
121	187	NaN	NaN	NaN	NaN	89
121	188	NaN	NaN	NaN	NaN	90
121	189	NaN	NaN	NaN	NaN	90
121	190	NaN	NaN	NaN	NaN	88
121	191	NaN	NaN	NaN	NaN	89
121	192	NaN	NaN	NaN	NaN	89
121	193	NaN	NaN	NaN	NaN	89
121	194	NaN	NaN	NaN	NaN	90
121	195	NaN	NaN	NaN	NaN	77
121	196	NaN	NaN	NaN	NaN	89
121	197	NaN	NaN	NaN	NaN	89
121	198	NaN	NaN	NaN	NaN	90
121	199	NaN	NaN	NaN	NaN	90
121	200	NaN	NaN	NaN	NaN	87
121	201	NaN	NaN	NaN	NaN	89
121	202	NaN	NaN	NaN	NaN	90
121	203	NaN	NaN	NaN	NaN	84
121	204	NaN	NaN	NaN	NaN	89
121	205	NaN	NaN	NaN	NaN	82
121	206	NaN	NaN	NaN	NaN	88
121	207	NaN	NaN	NaN	NaN	89
121	208	NaN	NaN	NaN	NaN	90
121	209	NaN	NaN	NaN	NaN	89
121	210	NaN	NaN	NaN	NaN	87
121	211	NaN	NaN	NaN	NaN	85
121	212	NaN	NaN	NaN	NaN	90
121	213	NaN	NaN	NaN	NaN	88
121	214	NaN	NaN	NaN	NaN	76
121	215	NaN	NaN	NaN	NaN	90
121	216	NaN	NaN	NaN	NaN	90
121	217	NaN	NaN	NaN	NaN	88
121	218	NaN	NaN	NaN	NaN	88
121	219	NaN	NaN	NaN	NaN	89
121	220	NaN	NaN	NaN	NaN	86
121	221	NaN	NaN	NaN	NaN	88
121	222	NaN	NaN	NaN	NaN	83
121	223	NaN	NaN	NaN	NaN	89
121	224	NaN	NaN	NaN	NaN	89
121	225	NaN	NaN	NaN	NaN	87
121	226	NaN	NaN	NaN	NaN	89
121	227	NaN	NaN	NaN	NaN	89
121	228	NaN	NaN	NaN	NaN	90
121	229	NaN	NaN	NaN	NaN	89
121	230	NaN	NaN	NaN	NaN	88
121	231	NaN	NaN	NaN	NaN	89
121	232	NaN	NaN	NaN	NaN	85
121	233	NaN	NaN	NaN	NaN	72
121	234	NaN	NaN	NaN	NaN	90
121	235	NaN	NaN	NaN	NaN	89
121	236	NaN	NaN	NaN	NaN	89
121	237	NaN	NaN	NaN	NaN	90
121	238	NaN	NaN	NaN	NaN	89
121	239	NaN	NaN	NaN	NaN	90
121	240	NaN	NaN	NaN	NaN	89
121	241	NaN	NaN	NaN	NaN	89
121	242	NaN	NaN	NaN	NaN	89
121	243	NaN	NaN	NaN	NaN	89
121	244	NaN	NaN	NaN	NaN	89
121	245	NaN	NaN	NaN	NaN	90
121	246	NaN	NaN	NaN	NaN	81
121	247	NaN	NaN	NaN	NaN	90
121	248	NaN	NaN	NaN	NaN	83
121	249	NaN	NaN	NaN	NaN	85
121	250	NaN	NaN	NaN	NaN	81
121	251	NaN	NaN	NaN	NaN	75
121	252	NaN	NaN	NaN	NaN	90
121	253	NaN	NaN	NaN	NaN	90
121	254	NaN	NaN	NaN	NaN	89
121	255	NaN	NaN	NaN	NaN	87
121	256	NaN	NaN	NaN	NaN	89
121	257	NaN	NaN	NaN	NaN	90
121	258	NaN	NaN	NaN	NaN	90
121	259	NaN	NaN	NaN	NaN	89
121	260	NaN	NaN	NaN	NaN	89
121	261	NaN	NaN	NaN	NaN	90
121	262	NaN	NaN	NaN	NaN	88
121	263	NaN	NaN	NaN	NaN	89
121	264	NaN	NaN	NaN	NaN	89
121	265	NaN	NaN	NaN	NaN	89
121	266	NaN	NaN	NaN	NaN	84
121	267	NaN	NaN	NaN	NaN	89
121	268	NaN	NaN	NaN	NaN	87
121	269	NaN	NaN	NaN	NaN	90
121	270	NaN	NaN	NaN	NaN	90
121	271	NaN	NaN	NaN	NaN	89
121	272	NaN	NaN	NaN	NaN	90
121	273	NaN	NaN	NaN	NaN	89
121	274	NaN	NaN	NaN	NaN	90
121	275	NaN	NaN	NaN	NaN	89
121	276	NaN	NaN	NaN	NaN	89
121	277	NaN	NaN	NaN	NaN	90
121	278	NaN	NaN	NaN	NaN	85
121	279	NaN	NaN	NaN	NaN	88
121	280	NaN	NaN	NaN	NaN	88
121	281	NaN	NaN	NaN	NaN	86
121	282	NaN	NaN	NaN	NaN	90
121	283	NaN	NaN	NaN	NaN	89
121	284	NaN	NaN	NaN	NaN	90
121	285	NaN	NaN	NaN	NaN	89
121	286	NaN	NaN	NaN	NaN	90
121	287	NaN	NaN	NaN	NaN	86
121	288	NaN	NaN	NaN	NaN	88
121	289	NaN	NaN	NaN	NaN	90
121	290	NaN	NaN	NaN	NaN	86
121	291	NaN	NaN	NaN	NaN	90
121	292	NaN	NaN	NaN	NaN	88
121	293	NaN	NaN	NaN	NaN	90
121	294	NaN	NaN	NaN	NaN	84
121	295	NaN	NaN	NaN	NaN	84
121	296	NaN	NaN	NaN	NaN	90
121	297	NaN	NaN	NaN	NaN	90
121	298	NaN	NaN	NaN	NaN	90
121	299	NaN	NaN	NaN	NaN	90
121	300	NaN	NaN	NaN	NaN	89
121	301	NaN	NaN	NaN	NaN	90
121	302	NaN	NaN	NaN	NaN	85
121	303	NaN	NaN	NaN	NaN	88
121	304	NaN	NaN	NaN	NaN	90
121	305	NaN	NaN	NaN	NaN	83
121	306	NaN	NaN	NaN	NaN	90
121	307	NaN	NaN	NaN	NaN	90
121	308	NaN	NaN	NaN	NaN	90
121	309	NaN	NaN	NaN	NaN	90
121	310	NaN	NaN	NaN	NaN	87
121	311	NaN	NaN	NaN	NaN	90
121	312	NaN	NaN	NaN	NaN	89
121	313	NaN	NaN	NaN	NaN	90
121	314	NaN	NaN	NaN	NaN	90
121	315	NaN	NaN	NaN	NaN	89
121	316	NaN	NaN	NaN	NaN	90
121	317	NaN	NaN	NaN	NaN	90
121	318	NaN	NaN	NaN	NaN	90
121	319	NaN	NaN	NaN	NaN	87
121	320	NaN	NaN	NaN	NaN	86
121	321	NaN	NaN	NaN	NaN	89
121	322	NaN	NaN	NaN	NaN	87
121	323	NaN	NaN	NaN	NaN	90
121	324	NaN	NaN	NaN	NaN	90
121	325	NaN	NaN	NaN	NaN	89
121	326	NaN	NaN	NaN	NaN	90
121	327	NaN	NaN	NaN	NaN	89
121	328	NaN	NaN	NaN	NaN	89
121	329	NaN	NaN	NaN	NaN	90
121	330	NaN	NaN	NaN	NaN	90
121	331	NaN	NaN	NaN	NaN	90
121	332	NaN	NaN	NaN	NaN	90
121	333	NaN	NaN	NaN	NaN	90
121	334	NaN	NaN	NaN	NaN	90
121	335	NaN	NaN	NaN	NaN	90
121	336	NaN	NaN	NaN	NaN	89
121	337	NaN	NaN	NaN	NaN	89
122	123	NaN	NaN	NaN	NaN	89
122	124	0.8539325842380568	3.1606092275206706E-11	0.00561797755969598	0.1404494381706411	89
122	125	NaN	NaN	NaN	NaN	79
122	126	NaN	NaN	NaN	NaN	88
122	127	0.8539325842362863	3.337673770323814E-11	0.005617977561466625	0.14044943816887046	89
122	128	0.8539325841302765	1.3938653415000489E-10	0.01123595519556631	0.13483146053477077	89
122	129	NaN	NaN	NaN	NaN	89
122	130	NaN	NaN	NaN	NaN	87
122	131	0.7466625122056846	0.10727007206397833	0.006146476558360345	0.13992093917197676	89
122	132	NaN	NaN	NaN	NaN	88
122	133	0.7437746983492072	0.10849802892352019	0.006225301650792925	0.1415019710764798	88
122	134	0.8539325842359318	3.373117328524572E-11	0.005617977561821061	0.14044943816851602	89
122	135	NaN	NaN	NaN	NaN	89
122	136	0.7466625117034548	0.10727007256620821	0.006146477060590241	0.13992093866974684	89
122	137	NaN	NaN	NaN	NaN	83
122	138	0.7578982793651483	0.09603430490451456	0.00614666445507637	0.1399207512752607	89
122	139	0.8563218390489953	3.146446066656002E-11	0.0057471264682460695	0.13793103445129415	87
122	140	0.7466625121590592	0.10727007211060373	0.006146476604985744	0.13992093912535133	89
122	141	0.7608362641573909	0.09711828129715454	0.0062091903880636375	0.13583626415739092	88
122	142	NaN	NaN	NaN	NaN	88
122	143	NaN	NaN	NaN	NaN	89
122	144	0.7466038355092071	0.10397087713447112	0.006269727709183759	0.14315555964713808	87
122	145	0.7466625120411687	0.10727007222849418	0.006146476722876199	0.1399209390074609	89
122	146	0.7294800658835127	0.1257830920112242	0.007362039379645253	0.13737480272561792	76
122	147	NaN	NaN	NaN	NaN	86
122	148	0.7578982791162959	0.09603430515336693	0.0061466647039287205	0.13992075102640836	89
122	149	0.755276945927648	0.1051881703514217	0.006350961049096112	0.13318392267183413	86
122	150	0.8465585110618032	0.00571421621092407	0.00571421621092407	0.14201305651634866	88
122	151	NaN	NaN	NaN	NaN	87
122	152	0.7303370661229288	0.12359551814673404	1.2528756529118792E-8	0.14606740320158057	89
122	153	0.7466625119103241	0.10727007235933884	0.006146476853720879	0.1399209388766162	89
122	154	NaN	NaN	NaN	NaN	82
122	155	0.7466625121501941	0.10727007211946882	0.006146476613850835	0.13992093911648623	89
122	156	NaN	NaN	NaN	NaN	88
122	157	0.802292562542588	0.03721361029691833	0.0063494127660541355	0.15414441439443968	81
122	158	0.7645362109788291	0.08939637329083383	0.1399581710436428	0.006109244686694267	89
122	159	0.853932553599352	3.067031085905553E-8	0.13483149134446815	0.011235924385868916	89
122	160	0.8539325841288624	1.4080044246627546E-10	0.011235955196980217	0.13483146053335684	89
122	161	0.7466625121346842	0.10727007213497876	0.00614647662936077	0.13992093910097633	89
122	162	0.8539325842334569	3.620600074431527E-11	0.005617977564295888	0.1404494381660412	89
122	163	NaN	NaN	NaN	NaN	89
122	164	NaN	NaN	NaN	NaN	89
122	165	0.7466625120708115	0.10727007219885155	0.0061464766932335805	0.1399209390371035	89
122	166	NaN	NaN	NaN	NaN	88
122	167	0.749477609779825	0.10847693567472048	0.006204208401993213	0.13584124614346132	88
122	168	NaN	NaN	NaN	NaN	89
122	169	NaN	NaN	NaN	NaN	89
122	170	NaN	NaN	NaN	NaN	85
122	171	0.7466625121929986	0.10727007207666427	0.006146476571046301	0.13992093915929077	89
122	172	0.7466625119215666	0.10727007234809632	0.0061464768424783454	0.13992093888785873	89
122	173	0.749477610364255	0.10847693509029051	0.006204207817563246	0.1358412467278913	88
122	174	0.7466625118143639	0.107270072455299	0.006146476949681028	0.13992093878065606	89
122	175	0.7466625121804406	0.10727007208922237	0.006146476583604394	0.13992093914673268	89
122	176	NaN	NaN	NaN	NaN	89
122	177	0.7466625118577511	0.10727007241191175	0.0061464769062937775	0.1399209388240433	89
122	178	0.7303374588972105	0.12359512537245242	0.14606703548481195	3.8024552510363475E-7	89
122	179	NaN	NaN	NaN	NaN	88
122	180	0.7466625122072649	0.10727007206239803	0.006146476556780045	0.13992093917355702	89
122	181	NaN	NaN	NaN	NaN	89
122	182	NaN	NaN	NaN	NaN	89
122	183	0.737796636945465	0.11104057235686052	0.0063894095661628505	0.14477338113151156	86
122	184	0.7466625121710476	0.10727007209861539	0.006146476592997404	0.13992093913733966	89
122	185	0.7466625121779493	0.10727007209171359	0.006146476586095603	0.13992093914424147	89
122	186	0.8539325842384263	3.123654144332342E-11	0.0056179775593264295	0.14044943817101066	89
122	187	NaN	NaN	NaN	NaN	89
122	188	NaN	NaN	NaN	NaN	89
122	189	0.7460811286331017	0.10785145563656123	0.01234583765903314	0.13372157807130394	89
122	190	0.8465909090909091	0.005681818181818182	0.14772727272727273	0.0	88
122	191	0.74666251215507	0.10727007211459294	0.00614647660897497	0.1399209391213621	89
122	192	0.7460811285603586	0.10785145570930434	0.012345837731776246	0.13372157799856083	89
122	193	NaN	NaN	NaN	NaN	88
122	194	NaN	NaN	NaN	NaN	89
122	195	0.8618421052631579	0.0	0.0	0.13815789473684212	76
122	196	0.7460811286381773	0.10785145563148552	0.012345837653957437	0.13372157807637963	89
122	197	0.7431766555198873	0.10909607175283992	0.012505162661930825	0.1352221100653419	88
122	198	NaN	NaN	NaN	NaN	89
122	199	0.7573149011784072	0.09661768309125576	0.012348020169907457	0.13371939556042964	89
122	200	0.7371630176889868	0.11167419161333875	0.012836982311013162	0.13832580838666125	86
122	201	NaN	NaN	NaN	NaN	89
122	202	0.6879117812835771	0.16602080298608587	0.0199533872557488	0.12611402847458827	89
122	203	0.5240961933830278	0.3192773005928758	1.9215914085838618E-7	0.1566263138649555	83
122	204	0.6881644025969312	0.16576818167273172	0.01970076594239463	0.12636664978794246	89
122	205	NaN	NaN	NaN	NaN	81
122	206	0.6931831903458546	0.15908953692687267	0.14772590056323628	1.3721640364415894E-6	88
122	207	NaN	NaN	NaN	NaN	89
122	208	0.6797775401799662	0.1741550440896967	0.14606515644924728	2.2592810897961805E-6	89
122	209	0.6593126027569299	0.194619981512733	0.020462678141946477	0.1256047375883906	89
122	210	0.6744207619307421	0.17441644737158346	0.1511606334180951	2.15727957933758E-6	86
122	211	0.8452380952380952	0.005952380952380952	0.1488095238095238	0.0	84
122	212	0.508061746651956	0.345870837617707	0.08744387132557215	0.05862354440476494	89
122	213	0.6548763900520563	0.20307815540248916	0.1235327008570346	0.01851275368841995	88
122	214	0.8333333333333334	0.013333333333333334	0.15333333333333332	0.0	75
122	215	0.6498710124105823	0.20406157185908058	0.13102786399391203	0.015039551736425046	89
122	216	NaN	NaN	NaN	NaN	89
122	217	NaN	NaN	NaN	NaN	87
122	218	0.6569934096742553	0.1935813029694228	0.13036291216482512	0.019062375191496735	87
122	219	0.5292894475771542	0.32464313669250866	0.08868808051273333	0.057379335217603744	89
122	220	0.8173734160982778	0.03556776037231036	0.14145011331348684	0.0056087102159249344	85
122	221	0.7806691112586251	0.06990560138505308	0.1388711186264324	0.010554168729889443	87
122	222	0.786975083430123	0.07278101413085254	0.12765906291134035	0.01258483952768403	82
122	223	NaN	NaN	NaN	NaN	88
122	224	0.7624843085485771	0.08978841872415023	0.1352429641786957	0.012484308548577034	88
122	225	0.6313626876352868	0.21747452166703873	0.14189312631820153	0.009269664379472901	86
122	226	0.7860743293832634	0.06785825488639953	0.1352739852234782	0.010793430506858888	89
122	227	NaN	NaN	NaN	NaN	88
122	228	0.6498710167581043	0.20406156751155854	0.13102785964639	0.015039556083947062	89
122	229	0.8385455628567174	0.013727164416009912	0.1444089825978281	0.0033182901294446327	88
122	230	0.7931057965261965	0.0689631689910449	0.1321815597956426	0.005749474687116012	87
122	231	0.7860767624624252	0.06785582180723765	0.1352715521443163	0.01079586358602078	89
122	232	0.7796363808073006	0.06560171443079466	0.14298266681174704	0.011779237950157735	84
122	233	0.7241369023440669	0.14206028075452456	0.11389126667001753	0.019911550231390917	71
122	234	NaN	NaN	NaN	NaN	89
122	235	0.7860743303412479	0.0678582539284151	0.13527398426549375	0.010793431464843323	89
122	236	0.6341735322325426	0.21809919504018474	0.13855374049473015	0.00917353223254256	88
122	237	0.7860767659241069	0.06785581834555605	0.13527154868263472	0.010795867047702369	89
122	238	0.747623013578231	0.10464971369449616	0.13874062278540525	0.008986649941867465	88
122	239	0.722099514893137	0.131833069376526	0.1374510469046159	0.00861636882572118	89
122	240	NaN	NaN	NaN	NaN	89
122	241	0.7142677713304917	0.13966481293917124	0.13966481293917124	0.006402602791165827	89
122	242	NaN	NaN	NaN	NaN	89
122	243	0.848314606741573	0.0056179775280898875	0.14606741573033707	0.0	89
122	244	NaN	NaN	NaN	NaN	89
122	245	0.7860743250177809	0.06785825925188207	0.13527398958896072	0.010793426141376357	89
122	246	0.7883119665965536	0.07418803340344642	0.12418803340344642	0.013311966596553579	80
122	247	0.6404604655750286	0.21347211869463442	0.134820433301376	0.011246982428961081	89
122	248	0.7986559704498578	0.04471752352604572	0.15315125846580477	0.003475247558291625	83
122	249	0.8452380952380952	0.005952380952380952	0.1488095238095238	0.0	84
122	250	0.8614283493217119	0.0073216506782881165	0.12607165067828813	0.005178349321711883	80
122	251	0.7071539593700579	0.15095414873805027	0.13744063522453676	0.004451256667355137	74
122	252	0.7924056420550151	0.06152694221464784	0.13456065007981638	0.011506765650520697	89
122	253	0.7860767621118357	0.0678558221578271	0.13527155249490574	0.010795863235431333	89
122	254	0.7434571495041221	0.11047543476554089	0.13856532240599034	0.007502093324346755	89
122	255	0.6544800440824545	0.2059850721966152	0.1187757698710338	0.020759113849896416	86
122	256	NaN	NaN	NaN	NaN	88
122	257	0.6404604632487101	0.21347212102095287	0.13482043562769444	0.011246980102642655	89
122	258	NaN	NaN	NaN	NaN	89
122	259	NaN	NaN	NaN	NaN	89
122	260	NaN	NaN	NaN	NaN	89
122	261	0.7654883158492753	0.0884442684203876	0.1333880886451067	0.012679327085230374	89
122	262	0.843635889153569	0.006938823490109141	0.14486985797286775	0.004555429383454078	87
122	263	NaN	NaN	NaN	NaN	88
122	264	0.7860767708822978	0.06785581338736525	0.1352715437244439	0.010795872005893175	89
122	265	0.8316092951634971	0.020663432109230054	0.14566343210923005	0.002063840618042671	88
122	266	NaN	NaN	NaN	NaN	83
122	267	0.7854034026285929	0.06852918164107005	0.14156288950623858	0.004504526224098488	89
122	268	0.7891546305217233	0.05968257878060228	0.11782211366432321	0.03334067703335121	86
122	269	NaN	NaN	NaN	NaN	89
122	270	NaN	NaN	NaN	NaN	89
122	271	0.680299850298455	0.17197287697427233	0.09242742242881778	0.055299850298454946	88
122	272	NaN	NaN	NaN	NaN	89
122	273	NaN	NaN	NaN	NaN	89
122	274	0.8478502174933744	0.006082366776288512	0.13529584992235594	0.010771565807981151	89
122	275	0.6548052412632268	0.19912734300643617	0.09800374750081818	0.048063668229518894	89
122	276	NaN	NaN	NaN	NaN	89
122	277	0.7545020748912092	0.09943050937845362	0.11628444196272328	0.029782973767613803	89
122	278	0.8296918416306037	0.021498634559872404	0.14054625360749146	0.008263270202032356	84
122	279	0.62202773674976	0.22854697589391815	0.11360444715828595	0.035820840198035886	87
122	280	0.4680925599764681	0.3841801672962592	0.06031653093262281	0.08741074179464992	88
122	281	NaN	NaN	NaN	NaN	85
122	282	0.6187634380007215	0.23516914626894145	0.11157364065096391	0.03449377507937316	89
122	283	NaN	NaN	NaN	NaN	88
122	284	NaN	NaN	NaN	NaN	89
122	285	NaN	NaN	NaN	NaN	88
122	286	0.5629599931243346	0.2909725911453283	0.07748944507791258	0.06857797065242449	89
122	287	0.8248655582159208	0.033957971195844	0.11042855943113812	0.03074791115709718	85
122	288	NaN	NaN	NaN	NaN	87
122	289	NaN	NaN	NaN	NaN	89
122	290	0.6248652978902806	0.22219352563913125	0.11631117269795477	0.036630003772633465	85
122	291	NaN	NaN	NaN	NaN	89
122	292	0.6143219437792515	0.2362527688644266	0.1155631136920128	0.033862173664309034	87
122	293	0.6240196691932853	0.22991291507637765	0.11193538698649	0.034132028743847076	89
122	294	0.5950996090864152	0.2603220776605727	0.10971966802201844	0.0348586452309936	83
122	295	0.6439752938176612	0.20542229654378463	0.10903675437510994	0.04156565526344426	83
122	296	0.6240210445902049	0.22991153967945804	0.11193401158957043	0.034133404140766654	89
122	297	0.848314606741573	0.0056179775280898875	0.14606741573033707	0.0	89
122	298	0.6240210490846497	0.22991153518501314	0.11193400709512548	0.034133408635211596	89
122	299	NaN	NaN	NaN	NaN	89
122	300	0.6258754214283907	0.2263973058443365	0.11276094220797289	0.03496633051929986	88
122	301	0.8094713852420641	0.04446119902759881	0.11187692936467745	0.03419048636565962	89
122	302	0.851190441728856	3.446162008073165E-8	0.14285717731876293	0.005952346490760872	84
122	303	0.5925085086403115	0.2580662040033666	0.07415815802635514	0.0752671293299667	87
122	304	0.8094713853435233	0.04446119892613964	0.11187692926321828	0.034190486467118794	89
122	305	0.5791497594324466	0.2684112161773095	0.07938682593340708	0.07305219845683683	82
122	306	NaN	NaN	NaN	NaN	89
122	307	0.6771524845860208	0.17678009968364206	0.08127448170611397	0.0647929340242231	89
122	308	NaN	NaN	NaN	NaN	89
122	309	0.6771520667276515	0.17678051754201146	0.08127489956448336	0.06479251616585371	89
122	310	0.8020372456529522	0.05261391713774549	0.11656740550983852	0.028781431699463806	86
122	311	0.7225494343808369	0.1313831498888261	0.11452921730455642	0.03153819842578066	89
122	312	0.7471944011290161	0.10673818314064681	0.14606402583727604	3.3898930610441796E-6	89
122	313	NaN	NaN	NaN	NaN	89
122	314	0.7471944611604245	0.10673812310923841	0.14606396580586764	3.4499244694504897E-6	89
122	315	NaN	NaN	NaN	NaN	89
122	316	0.7471944013310149	0.10673818293864812	0.14606402563527734	3.3900950597340785E-6	89
122	317	0.747194412343351	0.10673817192631192	0.14606401462294114	3.401107395939083E-6	89
122	318	0.7471944165147755	0.10673816775488748	0.14606401045151668	3.4052788203864076E-6	89
122	319	0.7383745461951693	0.11627661659552838	0.14534638403738884	2.4531719134902666E-6	86
122	320	0.46060447209434385	0.3864543514350679	0.06880729261153855	0.08413388385904969	85
122	321	0.7497175895498921	0.10421499471977086	0.14354083741640009	0.002526578313937017	89
122	322	0.5522389484542564	0.2965982608480692	0.08148198177830172	0.0696808089193727	86
